,team,epa,auto_epa,teleop_epa,endgame_epa,rp_1_epa,rp_2_epa
0,9313,14.98,1.94,4.84,8.2,-0.1232,0.0928
1,2438,39.7,10.43,21.67,7.6,0.1397,0.341
2,5410,10.55,4.46,1.88,4.21,-0.1233,0.0368
3,3284,20.04,1.74,13.73,4.57,-0.1768,0.2008
4,3843,20.32,5.64,9.45,5.24,-0.1496,0.0993
5,3630,35.26,8.94,19.41,6.9,0.2591,0.1387
6,3959,29.77,9.03,12.46,8.28,-0.1259,0.3644
7,6184,13.53,1.45,7.25,4.83,-0.1007,-0.0132
8,8044,29.34,8.74,14.27,6.33,0.2048,0.1169
9,5005,16.07,6.43,3.69,5.95,-0.152,0.0591
10,34,15.34,2.45,7.68,5.21,-0.186,0.082
11,9073,16.53,4.51,3.73,8.29,-0.2067,0.1886
12,5472,56.71,15.04,33.27,8.39,0.3521,0.475
13,6517,28.2,7.44,13.21,7.55,-0.0649,0.2598
14,8772,13.78,3.83,6.41,3.55,-0.2053,0.0436
15,7428,22.56,7.65,10.13,4.78,-0.1239,0.0132
16,6823,29.21,8.2,11.68,9.32,0.0371,0.058
17,5842,39.96,10.87,25.08,4.01,0.0233,0.1256
18,5045,9.53,2.82,1.25,5.46,-0.0906,0.0524
19,8773,17.49,4.85,8.13,4.51,-0.1737,0.0752
20,7565,30.97,10.16,16.73,4.08,-0.0697,0.1527
21,2973,23.15,6.15,10.16,6.84,-0.0961,0.0269
22,538,17.95,2.55,9.49,5.92,0.0056,-0.0591
23,179,56.08,16.74,29.57,9.76,0.2894,0.6766
24,7430,17.11,3.07,8.99,5.06,-0.2274,0.1603
25,5965,15.42,3.94,7.03,4.45,-0.0525,0.0515
26,233,37.37,9.64,19.15,8.59,-0.0814,0.1119
27,8624,17.57,4.88,8.17,4.53,-0.173,0.0759
28,1038,34.33,11.81,17.79,4.73,0.1146,0.2969
29,7567,41.76,10.5,26.89,4.37,-0.1653,0.2572
30,6936,17.2,6.75,8.05,2.39,-0.1753,0.0076
31,6404,11.74,3.44,4.98,3.32,-0.1758,-0.0103
32,1747,18.54,7.93,4.96,5.64,-0.1535,0.1673
33,5276,19.52,3.98,10.19,5.35,-0.1987,0.0911
34,547,21.4,5.94,9.95,5.51,-0.1404,0.1085
35,7072,16.84,7.08,7.22,2.54,-0.0111,0.0865
36,3937,48.15,11.13,31.94,5.09,0.2353,0.2218
37,4499,68.52,17.05,40.58,10.89,0.5741,0.6616
38,6302,16.99,-0.11,12.22,4.89,-0.2174,-0.0366
39,5002,20.12,2.81,10.08,7.23,-0.1595,0.0827
40,7111,18.0,4.29,7.97,5.74,-0.0572,0.1013
41,8788,22.63,6.95,9.06,6.62,-0.1023,0.2536
42,2556,29.34,6.01,17.73,5.6,-0.0882,0.1144
43,4576,36.91,8.55,18.19,10.16,-0.0212,0.4366
44,6107,12.62,1.99,5.74,4.89,-0.218,-0.0111
45,3616,40.1,10.78,19.02,10.3,0.1435,0.4222
46,9280,17.53,6.33,3.98,7.22,-0.1905,0.2147
47,2992,49.17,11.58,27.96,9.63,0.2672,0.5034
48,5842,43.42,11.27,27.66,4.49,0.1138,0.2027
49,1466,34.46,11.21,16.34,6.91,0.0173,0.3716
50,2973,24.13,6.6,10.74,6.79,-0.1192,0.0628
51,3630,38.44,8.61,21.6,8.23,0.3498,0.1948
52,1622,35.28,10.47,16.58,8.22,0.3612,0.4186
53,9313,12.56,1.65,3.9,7.0,-0.1313,0.0457
54,6184,12.87,1.13,8.25,3.49,-0.1117,-0.06
55,233,36.99,10.17,18.0,8.82,-0.0845,0.1788
56,34,14.9,2.21,7.23,5.47,-0.1875,0.0484
57,7430,14.62,3.6,5.73,5.29,-0.2305,0.2272
58,7565,33.05,10.78,18.2,4.07,-0.0731,0.1234
59,6823,30.74,8.6,12.33,9.8,0.1276,0.1351
60,9073,16.13,4.27,3.32,8.55,-0.2082,0.155
61,1747,21.36,8.28,6.14,6.94,-0.1552,0.2466
62,8773,20.32,5.47,10.35,4.5,-0.1771,0.0458
63,7567,36.05,8.27,24.83,2.95,-0.1706,0.1945
64,5045,11.12,3.44,2.23,5.46,-0.0941,0.0231
65,8772,17.0,3.91,9.23,3.86,-0.1211,0.0683
66,6517,30.56,7.52,15.18,7.86,0.0193,0.2845
67,1038,31.77,9.59,18.87,3.31,0.1094,0.2342
68,5002,18.94,3.4,9.07,6.47,-0.1631,0.0389
69,8788,21.46,7.55,8.05,5.86,-0.1059,0.2098
70,6936,24.23,7.11,13.43,3.69,-0.1771,0.0869
71,5472,57.24,15.13,33.41,8.7,0.4363,0.4997
72,7072,20.54,7.69,9.25,3.59,-0.0143,0.1567
73,7111,16.56,4.89,6.7,4.98,-0.0609,0.0575
74,2556,32.55,6.15,19.87,6.53,0.0083,0.1605
75,538,18.83,3.0,9.96,5.87,-0.0174,-0.0232
76,8044,29.05,8.42,15.65,4.98,0.1937,0.0701
77,5965,12.93,4.47,3.78,4.69,-0.0556,0.1184
78,5005,15.63,6.19,3.24,6.2,-0.1535,0.0255
79,7428,25.19,8.05,11.89,5.26,-0.0334,0.0903
80,2992,49.45,12.41,28.73,8.32,0.3426,0.4106
81,1466,35.01,11.9,15.02,8.09,0.0048,0.4082
82,3843,26.05,5.31,14.18,6.56,-0.059,0.1554
83,4499,70.13,17.55,41.59,11.0,0.615,0.6816
84,3284,23.1,1.4,15.8,5.9,-0.0862,0.2569
85,5276,22.54,4.59,11.55,6.4,-0.2019,0.1613
86,9280,20.36,7.17,7.3,5.9,-0.1151,0.1219
87,1622,35.17,10.5,16.59,8.08,0.3033,0.4532
88,3937,49.76,11.62,32.95,5.2,0.2762,0.2418
89,547,26.44,6.55,13.33,6.56,-0.1436,0.1786
90,8624,9.79,2.65,4.03,3.11,-0.1782,0.0132
91,6302,19.24,0.38,13.85,5.0,-0.1765,-0.0166
92,6107,15.83,2.13,7.87,5.82,-0.1215,0.0349
93,179,56.27,17.2,29.36,9.71,0.2663,0.7126
94,5410,7.79,4.18,0.61,3.0,-0.1314,-0.0103
95,6404,18.77,3.79,10.36,4.62,-0.1776,0.069
96,4576,40.84,8.7,21.04,11.1,0.0752,0.4826
97,3616,40.48,11.61,19.88,8.99,0.2189,0.3294
98,5842,43.97,11.96,26.34,5.67,0.1014,0.2393
99,3959,29.14,8.71,13.5,6.93,-0.1369,0.3176
100,2438,37.28,10.15,20.73,6.4,0.1316,0.2939
101,8788,22.43,7.27,8.93,6.24,-0.0259,0.2332
102,8773,23.35,6.97,13.22,3.17,-0.1787,0.0011
103,9313,12.8,1.68,4.26,6.86,-0.1892,0.0803
104,6517,35.75,8.47,18.18,9.09,0.1088,0.3288
105,1747,23.32,9.78,7.93,5.61,-0.1568,0.2018
106,2556,33.48,5.88,20.38,7.22,-0.0011,0.1227
107,7430,16.57,4.0,7.0,5.57,-0.2367,0.2786
108,4499,70.96,17.67,42.66,10.63,0.659,0.6864
109,7567,33.59,8.5,22.85,2.24,-0.1734,0.1647
110,7428,25.42,8.38,12.76,4.28,0.0465,0.0377
111,2973,24.6,7.29,9.33,7.97,-0.1316,0.0994
112,8044,31.17,9.83,16.51,4.83,0.1758,0.0493
113,3630,38.51,8.64,21.78,8.09,0.2919,0.2294
114,5276,24.73,6.07,11.63,7.03,-0.2045,0.2073
115,8772,13.31,4.14,6.02,3.15,-0.1239,0.0385
116,1038,34.6,10.53,19.51,4.55,0.1988,0.2785
117,5045,8.94,3.67,0.52,4.75,-0.0969,-0.0067
118,3843,28.52,5.43,16.89,6.2,-0.015,0.1602
119,9280,23.03,8.64,7.86,6.53,-0.1177,0.1679
120,538,22.45,4.41,12.32,5.71,-0.0354,-0.044
121,5410,7.21,3.94,0.64,2.63,-0.1416,-0.085
122,5005,16.0,6.53,4.25,5.22,-0.0736,-0.0271
123,1622,35.4,10.72,16.24,8.44,0.3597,0.4715
124,179,55.73,16.96,29.43,9.34,0.256,0.6378
125,34,17.93,3.86,9.38,4.69,-0.1903,0.0275
126,547,31.21,6.77,17.52,6.92,-0.0873,0.197
127,6302,20.7,2.14,13.54,5.01,-0.1785,-0.0299
128,5002,23.38,4.35,11.33,7.7,-0.0736,0.0832
129,233,38.38,11.82,18.52,8.04,-0.0873,0.158
130,4576,36.7,6.67,19.3,10.72,0.0355,0.3925
131,1466,36.49,12.02,16.74,7.73,0.0488,0.413
132,7072,21.8,7.42,10.1,4.28,-0.0237,0.119
133,8624,11.98,4.41,4.46,3.11,-0.1802,-0.0001
134,6936,25.57,6.83,14.67,4.07,-0.0971,0.1103
135,6107,17.1,3.89,7.38,5.83,-0.1235,0.0216
136,7565,35.45,11.18,19.91,4.36,-0.0794,0.1748
137,5472,56.6,14.85,32.68,9.07,0.5163,0.5231
138,3284,23.48,2.88,14.07,6.54,-0.0888,0.3029
139,2992,49.11,12.74,29.03,7.34,0.4224,0.3579
140,7111,17.82,4.61,7.54,5.67,-0.0703,0.0198
141,6184,15.69,2.78,10.2,2.71,-0.1146,-0.0809
142,6404,18.57,3.55,10.76,4.25,-0.1878,-0.0058
143,3616,37.23,9.58,19.04,8.61,0.1792,0.2393
144,6823,31.37,9.01,12.28,10.08,0.1214,0.1865
145,2438,39.74,10.23,22.87,6.64,0.2209,0.3141
146,3937,50.78,11.84,33.38,5.56,0.3326,0.2602
147,9073,17.97,5.77,4.99,7.21,-0.2097,0.1102
148,3959,31.66,8.8,15.69,7.18,-0.0476,0.3377
149,5965,16.75,5.88,6.33,4.53,-0.0736,0.0977
150,7567,32.79,8.85,22.02,1.92,-0.1266,0.0821
151,3630,41.26,9.96,23.3,8.0,0.3577,0.2914
152,5276,27.92,6.79,13.36,7.76,-0.112,0.2548
153,34,16.85,2.91,9.5,4.44,-0.2329,-0.0653
154,2556,34.11,6.91,20.62,6.58,-0.0038,0.0626
155,8772,18.87,4.87,10.13,3.88,-0.0313,0.0861
156,1747,24.23,10.81,8.44,4.97,-0.1595,0.1416
157,9313,11.38,0.57,3.87,6.95,-0.1938,0.0392
158,3843,26.27,4.56,16.26,5.45,-0.0201,0.1273
159,179,54.85,16.0,29.75,9.09,0.2134,0.5451
160,8788,24.95,7.36,11.11,6.48,0.0634,0.2533
161,4576,37.94,6.62,21.25,10.07,0.0238,0.406
162,5410,7.89,3.55,1.86,2.48,-0.1464,-0.0918
163,9280,21.68,7.76,8.13,5.79,-0.1229,0.135
164,8624,13.26,4.55,3.74,4.97,-0.1841,0.0746
165,7072,22.57,7.56,8.87,6.14,-0.0276,0.1937
166,4499,69.14,18.02,40.81,10.32,0.7058,0.6038
167,6517,34.26,7.36,17.72,9.18,0.1042,0.2877
168,5045,7.37,2.79,0.58,4.0,-0.102,-0.0396
169,6107,17.95,3.6,7.45,6.91,-0.1557,0.051
170,7430,17.21,5.04,7.24,4.93,-0.2395,0.2184
171,1466,37.78,11.97,18.73,7.08,0.037,0.4266
172,7111,21.08,6.09,9.08,5.91,0.0018,0.0524
173,5005,16.46,6.14,5.26,5.07,-0.0784,-0.0339
174,6936,26.33,6.96,13.45,5.92,-0.101,0.185
175,2973,27.96,8.62,11.46,7.88,-0.0658,0.1614
176,5002,21.23,4.83,8.66,7.74,-0.077,0.1563
177,2992,50.89,14.22,29.08,7.59,0.4945,0.3906
178,8044,33.67,11.15,17.78,4.74,0.2416,0.1112
179,6823,32.86,9.5,13.3,10.05,0.1546,0.2126
180,233,39.96,11.77,20.79,7.39,-0.0991,0.1715
181,5842,40.24,9.94,25.01,5.29,0.0617,0.1492
182,8773,20.87,5.85,11.76,3.26,-0.1833,-0.0401
183,9073,17.5,5.82,4.16,7.52,-0.2132,0.1557
184,3284,25.25,4.35,14.12,6.78,-0.0167,0.3356
185,6184,15.85,3.99,8.51,3.35,-0.1222,-0.0009
186,3616,36.26,10.79,16.21,9.26,0.1715,0.3194
187,547,27.5,7.25,13.29,6.96,-0.0906,0.2701
188,538,22.96,4.03,13.38,5.56,-0.0401,-0.0507
189,7428,24.32,8.73,11.63,3.96,0.0933,-0.0449
190,6302,18.47,2.62,10.81,5.05,-0.1818,0.0431
191,5472,57.0,14.56,32.3,10.15,0.4841,0.5525
192,1622,34.63,9.77,16.67,8.19,0.3171,0.3787
193,7565,36.43,10.89,20.11,5.43,-0.1116,0.2042
194,3959,31.14,8.85,14.8,7.48,-0.0511,0.3832
195,6404,19.02,4.76,9.37,4.89,-0.1954,0.0743
196,5965,16.28,5.94,5.5,4.84,-0.0771,0.1431
197,1038,37.27,11.26,20.74,5.27,0.2913,0.326
198,2438,41.62,10.73,24.28,6.62,0.2541,0.3401
199,5045,5.8,1.95,0.63,3.22,-0.1038,-0.0649
200,5005,18.67,6.92,6.29,5.46,-0.0887,0.0216
201,3937,52.17,12.33,34.31,5.53,0.3658,0.2862
202,5276,26.56,6.69,10.06,9.81,-0.1299,0.2923
203,8624,18.12,3.66,7.81,6.64,-0.1863,0.1568
204,3843,30.29,5.36,19.21,5.71,-0.0231,0.1956
205,5002,22.21,5.88,9.94,6.39,-0.0819,0.106
206,6823,32.71,8.41,13.49,10.82,0.0719,0.2424
207,5410,9.38,2.66,2.56,4.15,-0.1485,-0.0096
208,6107,16.41,2.76,7.53,6.12,-0.1575,0.0256
209,7567,31.28,8.75,18.56,3.98,-0.1445,0.1195
210,8788,23.37,6.56,11.5,5.31,0.1324,0.159
211,7072,23.22,8.36,9.08,5.77,-0.0032,0.2025
212,3284,27.59,5.14,15.44,7.02,-0.0199,0.3866
213,179,53.05,15.21,29.91,7.93,0.2824,0.4507
214,6184,17.9,4.77,9.54,3.59,-0.1254,0.0501
215,7430,15.66,4.19,7.32,4.15,-0.2413,0.1931
216,538,22.72,3.92,14.02,4.78,-0.0539,-0.1046
217,4499,68.51,18.82,39.74,9.96,0.7302,0.6126
218,233,37.39,12.61,18.78,6.0,-0.1044,0.1421
219,8772,17.9,4.58,8.25,5.06,-0.0358,0.0702
220,9313,13.69,1.37,5.11,7.21,-0.1967,0.1075
221,3616,36.63,10.68,17.46,8.48,0.1578,0.2655
222,2556,33.77,6.63,19.38,7.76,-0.0083,0.0467
223,6936,27.42,8.02,14.83,4.57,-0.1058,0.1348
224,1622,33.7,10.22,16.6,6.88,0.397,0.2922
225,2973,28.94,9.68,12.73,6.53,-0.0706,0.1111
226,7428,22.87,8.54,12.29,2.05,0.0536,-0.1
227,9073,19.55,6.61,5.19,7.76,-0.2164,0.2066
228,7565,36.99,11.34,21.53,4.12,-0.0316,0.1176
229,3630,40.35,9.86,20.44,10.05,0.3398,0.3288
230,6302,16.78,2.43,11.23,3.13,-0.2215,-0.0119
231,9280,24.45,6.88,10.11,7.46,-0.125,0.2172
232,1747,26.28,11.62,9.42,5.23,-0.1624,0.2099
233,3959,31.36,9.3,15.88,6.17,0.0289,0.2966
234,1466,39.98,12.75,19.76,7.47,0.0266,0.482
235,6404,21.43,5.07,10.98,5.39,-0.1082,0.12
236,8044,33.43,10.06,17.86,5.5,0.1589,0.141
237,5965,18.47,6.24,6.88,5.34,0.0102,0.1888
238,6517,34.91,8.17,17.93,8.82,0.1286,0.2964
239,2438,40.06,12.13,23.2,4.73,0.2393,0.3094
240,8773,16.03,6.7,7.46,1.86,-0.1886,-0.0694
241,34,16.43,2.62,8.19,5.62,-0.2374,-0.0812
242,5472,56.05,14.37,33.45,8.23,0.4444,0.4974
243,3937,54.45,13.22,35.7,5.53,0.4516,0.3143
244,4576,36.43,5.82,21.7,8.91,0.0927,0.3117
245,7111,23.32,6.87,10.14,6.31,-0.0086,0.1079
246,547,26.55,7.14,13.22,6.18,-0.1044,0.2162
247,1038,38.68,11.56,21.34,5.77,0.3786,0.3717
248,5005,17.1,8.32,5.2,3.58,-0.1035,-0.0092
249,5410,9.8,1.85,3.03,4.93,-0.1507,-0.0285
250,2992,50.62,13.13,29.14,8.35,0.4118,0.4204
251,5842,37.37,10.78,22.7,3.9,0.0564,0.1199
252,8624,22.81,4.55,11.62,6.65,-0.1004,0.1848
253,6823,32.58,8.84,13.01,10.72,0.0613,0.288
254,6184,16.09,3.55,8.52,4.02,-0.1342,-0.0184
255,2556,35.56,5.94,20.77,8.84,0.0622,0.0993
256,538,20.07,3.18,12.98,3.91,-0.011,-0.1692
257,3843,30.76,5.8,19.34,5.62,-0.0337,0.2412
258,6107,17.13,1.94,8.3,6.9,-0.1597,0.0068
259,233,34.76,11.88,17.75,5.13,-0.0616,0.0775
260,3959,33.14,10.22,16.63,6.29,0.1243,0.3256
261,4499,65.89,18.09,38.72,9.08,0.7731,0.548
262,1747,26.86,12.54,8.97,5.35,-0.067,0.2389
263,2973,27.28,8.4,11.99,6.89,-0.0757,0.0867
264,6936,29.22,7.33,16.24,5.65,-0.0354,0.1874
265,2438,36.62,11.47,20.3,4.84,0.2013,0.3329
266,7565,39.17,11.68,23.1,4.39,0.0523,0.1741
267,6302,18.96,2.76,12.8,3.4,-0.1376,0.0446
268,7430,13.86,2.98,6.3,4.58,-0.2501,0.1246
269,8772,22.19,5.02,11.19,5.98,0.0551,0.1259
270,8044,37.17,11.58,20.52,5.07,0.2434,0.0685
271,5045,4.15,3.35,-0.54,1.33,-0.1186,-0.0956
272,8788,26.41,7.65,13.05,5.7,0.1151,0.186
273,3630,41.18,10.2,20.66,10.32,0.4237,0.3853
274,5472,55.73,13.9,34.37,7.46,0.5317,0.4623
275,9280,26.73,7.8,11.36,7.58,-0.0296,0.2462
276,9073,17.89,5.32,4.44,8.12,-0.2215,0.1822
277,1622,35.42,9.53,17.93,7.96,0.4675,0.3448
278,2992,51.79,13.86,29.1,8.83,0.4793,0.4692
279,6517,31.52,7.51,15.07,8.93,0.0906,0.32
280,7111,25.1,7.98,10.68,6.43,0.0379,0.1361
281,547,27.16,6.54,14.79,5.83,-0.1255,0.1584
282,3284,30.14,6.23,16.5,7.41,-0.0373,0.4136
283,1038,38.06,10.96,21.68,5.42,0.3575,0.3139
284,3616,39.24,11.12,18.72,9.4,0.2487,0.3212
285,9313,16.28,1.81,6.34,8.13,-0.1058,0.1632
286,5965,15.03,5.59,3.99,5.45,-0.0278,0.2123
287,34,16.79,2.16,9.78,4.85,-0.1501,-0.1163
288,179,50.85,13.99,28.5,8.36,0.2736,0.3823
289,7567,32.09,7.93,19.4,4.75,-0.1467,0.1007
290,1466,43.92,14.26,22.63,7.03,0.1111,0.4095
291,5842,39.49,11.5,23.6,4.38,0.1238,0.1687
292,7072,26.37,9.46,10.75,6.16,-0.0205,0.2295
293,3937,55.38,14.33,35.39,5.66,0.498,0.3425
294,6404,25.4,6.58,13.87,4.95,-0.0237,0.0474
295,7428,21.21,7.26,11.54,2.41,0.0485,-0.1244
296,5276,29.18,7.58,11.78,9.82,-0.0441,0.3203
297,5002,22.32,6.32,9.71,6.29,-0.0925,0.1516
298,4576,38.21,6.93,22.24,9.03,0.1391,0.3399
299,8773,17.11,6.23,9.79,1.09,-0.1013,-0.1046
300,2973,28.1,8.39,12.75,6.96,-0.0384,0.105
301,5472,56.48,14.11,34.45,7.92,0.5471,0.4708
302,2438,38.88,11.89,20.96,6.03,0.2768,0.3644
303,1747,26.74,12.54,8.79,5.42,-0.0298,0.2573
304,6184,17.93,4.23,9.58,4.12,-0.1405,0.0362
305,5410,11.01,2.57,3.03,5.41,-0.0832,0.0203
306,6517,29.17,6.34,14.1,8.73,0.0785,0.3587
307,8788,27.01,8.39,11.92,6.69,0.089,0.2657
308,2556,33.4,4.96,21.0,7.45,0.0495,0.0781
309,7565,41.48,12.1,23.8,5.58,0.1278,0.2056
310,5005,17.09,7.72,6.14,3.23,-0.1246,-0.067
311,233,35.66,11.67,18.49,5.5,0.03,0.0365
312,3843,27.02,4.81,17.99,4.23,-0.0464,0.2201
313,5965,12.79,5.83,2.55,4.41,-0.032,0.1847
314,6107,18.86,1.73,9.86,7.27,-0.0681,-0.0343
315,34,14.65,2.4,8.44,3.81,-0.1542,-0.1439
316,3630,42.04,10.41,20.85,10.79,0.4391,0.3938
317,547,23.36,5.37,12.37,5.63,-0.1375,0.1971
318,7567,35.17,9.01,21.22,4.94,-0.0726,0.1179
319,538,17.93,2.2,13.23,2.51,-0.0237,-0.1903
320,7072,25.61,8.63,10.24,6.74,0.0195,0.2572
321,6936,31.53,7.75,16.94,6.83,0.0401,0.2189
322,3616,42.69,11.09,22.22,9.38,0.2918,0.3312
323,3959,34.76,10.02,18.08,6.65,0.2159,0.2845
324,7111,22.75,6.81,9.71,6.23,0.0258,0.1748
325,179,53.11,15.07,29.5,8.55,0.3476,0.3995
326,9073,20.67,6.37,6.99,7.31,-0.1926,0.1943
327,9280,28.33,8.01,12.28,8.04,-0.0142,0.2547
328,5002,21.32,8.24,8.19,4.89,-0.1023,0.1128
329,7428,21.62,6.52,11.88,3.22,0.0374,-0.1508
330,2992,54.41,14.91,31.49,8.01,0.5081,0.4813
331,7430,12.12,2.18,4.35,5.59,-0.2535,0.094
332,6404,25.72,5.84,14.13,5.76,-0.0349,0.021
333,5842,38.73,10.68,23.1,4.96,0.1638,0.1963
334,1622,38.0,10.58,20.29,7.14,0.4964,0.3569
335,5045,4.66,4.09,-1.75,2.32,-0.1447,-0.016
336,6823,34.51,9.52,14.17,10.83,0.0549,0.3425
337,3284,33.55,6.2,19.96,7.38,0.0059,0.4236
338,9313,14.05,2.05,4.9,7.09,-0.11,0.1355
339,5276,29.56,6.84,12.1,10.62,-0.0552,0.294
340,8773,15.17,8.15,7.33,-0.31,-0.1111,-0.1435
341,6302,17.27,1.97,10.9,4.4,-0.1411,0.014
342,8772,19.52,4.23,8.31,6.99,0.0517,0.0953
343,3937,53.71,13.5,33.98,6.24,0.538,0.3701
344,1466,46.91,15.35,24.34,7.22,0.1851,0.4267
345,8044,36.98,12.32,18.61,6.06,0.2173,0.1481
346,8624,25.73,5.22,13.76,6.75,-0.1068,0.2394
347,4576,37.15,8.85,20.67,7.63,0.1293,0.301
348,4499,65.77,18.09,38.53,9.15,0.8103,0.5664
349,2556,31.22,4.59,20.27,6.36,0.0251,0.0089
350,547,31.35,7.84,18.26,5.26,-0.0571,0.2524
351,2438,37.58,11.15,19.48,6.94,0.301,0.3791
352,7072,26.1,9.04,9.53,7.52,0.0104,0.3351
353,1038,41.64,10.93,25.32,5.4,0.4006,0.3239
354,3843,27.75,5.25,15.92,6.58,-0.0534,0.2827
355,5410,14.09,3.44,4.54,6.12,0.0121,0.0881
356,7111,22.14,5.18,11.73,5.23,0.104,0.1003
357,233,37.69,11.02,20.6,6.07,0.1166,0.015
358,9073,20.03,4.75,8.99,6.3,-0.1144,0.1197
359,6936,30.78,7.37,17.47,5.95,-0.0146,0.1397
360,3616,42.06,10.7,22.86,8.49,0.2371,0.252
361,5002,22.21,8.46,8.27,5.48,-0.1113,0.1884
362,1622,39.2,11.04,21.06,7.1,0.4448,0.3032
363,7565,43.41,11.45,25.82,6.15,0.2144,0.1842
364,5842,40.47,11.14,24.41,4.92,0.1123,0.1426
365,1747,29.82,13.4,10.3,6.12,0.0655,0.3251
366,5965,12.18,6.27,-0.85,6.76,-0.039,0.2474
367,5276,27.36,6.15,11.07,10.15,-0.059,0.2732
368,2973,26.8,7.65,11.28,7.87,-0.0142,0.1197
369,6517,26.97,5.97,13.35,7.64,0.0542,0.2895
370,6302,15.02,1.27,9.81,3.93,-0.1449,-0.0067
371,538,18.44,2.61,12.54,3.29,-0.0327,-0.1124
372,8788,24.82,8.03,11.19,5.61,0.0646,0.1965
373,34,18.54,4.87,10.23,3.44,-0.0739,-0.0886
374,7428,22.5,6.74,11.95,3.8,0.0284,-0.0751
375,2992,53.29,16.11,28.9,8.28,0.4836,0.5218
376,8624,24.92,5.88,13.13,5.9,-0.1329,0.1714
377,5045,6.28,4.56,-0.56,2.28,-0.1962,-0.0697
378,7430,11.39,3.39,2.15,5.85,-0.2781,0.1345
379,3284,35.4,7.22,22.12,6.05,-0.0041,0.3403
380,4576,36.56,9.51,20.26,6.79,0.1032,0.233
381,4499,64.58,17.43,38.67,8.47,0.835,0.4876
382,6107,18.24,2.17,6.46,9.62,-0.0751,0.0283
383,8044,36.19,12.98,17.99,5.21,0.1912,0.0801
384,9313,15.64,3.08,6.8,5.76,-0.12,0.0522
385,9280,29.24,8.23,12.39,8.62,-0.0232,0.3304
386,6404,25.08,7.05,12.01,6.02,-0.0594,0.0615
387,6823,36.29,10.54,16.25,9.5,0.0449,0.2592
388,5005,19.03,7.07,8.17,3.8,-0.038,-0.0884
389,7567,35.65,9.43,20.5,5.72,-0.0817,0.1958
390,6184,22.1,5.09,12.18,4.83,-0.0452,0.104
391,8772,21.5,4.82,9.54,7.14,0.0767,0.1125
392,3630,44.91,12.88,21.61,10.42,0.5195,0.4491
393,1038,42.98,11.12,26.25,5.61,0.4306,0.3343
394,3937,54.6,14.09,34.11,6.39,0.563,0.3873
395,179,52.39,13.45,31.41,7.54,0.4258,0.325
396,5472,54.22,13.37,32.02,8.83,0.5713,0.4855
397,3959,34.04,9.63,18.64,5.77,0.1611,0.2053
398,5410,12.98,3.15,4.31,5.52,-0.0027,0.041
399,8773,11.17,7.45,4.5,-0.78,-0.1149,-0.1642
400,1466,47.97,15.94,24.66,7.37,0.2101,0.444
401,2556,30.2,3.94,20.58,5.68,0.0498,-0.0698
402,547,30.06,7.19,18.29,4.58,-0.0324,0.1736
403,5842,39.9,10.24,24.26,5.4,0.0729,0.1779
404,3843,26.19,4.96,15.25,5.98,-0.0682,0.2356
405,7111,21.1,4.9,11.57,4.63,0.0892,0.0532
406,2973,27.3,8.45,11.26,7.59,-0.0222,0.156
407,8624,25.31,5.63,14.63,5.06,-0.0529,0.1093
408,8044,35.51,13.02,17.41,5.08,0.2053,0.1206
409,9073,21.23,5.23,9.53,6.47,-0.1258,0.1909
410,7430,12.11,2.88,3.26,5.98,-0.2843,0.1649
411,5276,27.86,6.94,11.05,9.87,-0.067,0.3096
412,3616,42.85,11.48,22.78,8.59,0.28,0.2794
413,1747,29.09,12.5,9.99,6.6,0.0262,0.3603
414,9280,27.81,7.8,10.43,9.58,-0.0289,0.3859
415,34,20.34,5.61,10.38,4.35,-0.0866,-0.002
416,538,16.02,3.13,10.49,2.4,-0.0404,-0.1335
417,5002,23.13,9.24,8.32,5.57,-0.0683,0.2158
418,6404,23.64,6.61,10.05,6.98,-0.0651,0.1171
419,2438,39.06,11.34,20.56,7.15,0.331,0.3895
420,6302,12.31,1.79,7.48,3.05,-0.1525,-0.0278
421,8788,26.56,8.76,11.27,6.52,0.0518,0.2831
422,6184,22.75,5.52,12.44,4.79,-0.1003,0.138
423,6107,17.61,2.21,5.91,9.49,-0.061,0.0689
424,8772,22.98,5.24,10.63,7.1,0.0216,0.1465
425,1622,39.96,11.82,20.95,7.19,0.4878,0.3306
426,1038,42.82,10.85,26.11,5.86,0.4331,0.3444
427,1466,49.41,16.51,24.56,8.35,0.2906,0.5201
428,6936,31.99,7.85,18.02,6.12,-0.0261,0.2108
429,8773,15.0,8.02,6.8,0.19,-0.0344,-0.088
430,5005,19.15,7.46,7.79,3.89,-0.0471,-0.0254
431,3284,36.09,6.71,23.19,6.18,-0.0103,0.3707
432,4576,37.3,9.0,21.38,6.92,0.097,0.2633
433,3630,45.34,13.3,21.66,10.38,0.4644,0.4831
434,5045,5.89,4.3,0.15,1.43,-0.1163,-0.1318
435,7072,27.62,9.23,10.65,7.74,0.0404,0.3455
436,233,38.83,11.51,21.09,6.24,0.1052,0.0862
437,6823,36.83,10.94,16.3,9.59,0.0358,0.3223
438,5965,12.67,7.06,-0.87,6.48,-0.047,0.2837
439,5472,54.77,13.85,31.9,9.02,0.5998,0.5138
440,179,52.24,13.18,31.27,7.78,0.4283,0.3351
441,2992,52.34,15.86,29.05,7.43,0.5635,0.4597
442,3959,35.43,10.12,19.36,5.96,0.1896,0.2337
