,team,epa,auto_epa,teleop_epa,endgame_epa,rp_1_epa,rp_2_epa
8505,3704,16.94,4.3,7.51,5.13,-0.196,0.0269
8506,812,14.55,7.11,5.03,2.41,-0.0981,-0.0073
8507,3647,48.07,12.96,27.19,7.92,0.1804,0.2588
8508,1972,18.03,4.27,9.21,4.55,-0.1305,0.0856
8509,2984,24.08,7.47,11.21,5.41,-0.1504,0.1687
8510,4984,23.01,5.77,9.17,8.07,-0.0737,0.3192
8511,599,38.74,10.43,23.04,5.28,0.1543,0.1413
8512,3749,22.53,6.65,9.36,6.52,-0.131,0.1427
8513,4160,22.62,4.77,9.8,8.05,-0.0889,0.1622
8514,702,16.93,2.18,7.85,6.9,-0.1533,0.1072
8515,6995,36.72,6.96,24.58,5.18,-0.0476,0.2336
8516,6515,14.59,3.28,7.47,3.83,-0.0575,-0.0032
8517,4919,22.03,7.52,9.43,5.08,-0.0611,0.0661
8518,6695,31.1,7.72,13.62,9.76,0.0017,0.3321
8519,2485,37.84,11.68,18.39,7.76,0.023,0.2648
8520,4419,29.78,6.91,15.45,7.42,-0.0469,0.1521
8521,6885,17.24,2.61,12.16,2.48,-0.1331,0.0069
8522,5285,14.46,4.03,8.49,1.94,-0.0595,-0.0441
8523,6417,33.7,9.15,18.41,6.13,-0.0166,0.1856
8524,3965,18.07,4.61,7.65,5.8,-0.1904,-0.0117
8525,8119,17.41,3.19,9.18,5.04,-0.1095,0.0047
8526,1538,61.89,14.7,40.34,6.85,0.2614,0.3758
8527,8891,13.66,2.64,7.49,3.52,-0.1209,0.0021
8528,1266,15.07,3.9,5.43,5.74,-0.002,0.159
8529,3341,19.92,6.97,8.57,4.39,-0.0881,0.0715
8530,2839,40.4,11.21,21.45,7.74,-0.081,0.4007
8531,2102,29.67,10.58,11.74,7.34,-0.0278,0.4481
8532,2543,17.52,10.12,4.8,2.6,-0.0319,0.1548
8533,8020,43.49,13.31,24.58,5.6,0.0822,0.2999
8534,2827,9.62,4.65,2.42,2.54,-0.2157,0.0024
8535,973,54.35,12.31,33.56,8.48,0.7444,0.5821
8536,5025,23.85,8.79,7.28,7.77,-0.0414,0.3944
8537,3128,29.25,8.06,14.26,6.93,0.0319,0.1613
8538,599,42.65,11.54,25.62,5.5,0.2449,0.1967
8539,4141,25.78,6.72,13.38,5.68,0.0381,0.1253
8540,8537,12.98,6.28,3.96,2.74,-0.1651,0.0642
8541,8870,14.57,4.89,4.63,5.05,-0.2164,0.1106
8542,3647,49.56,13.52,27.47,8.57,0.1725,0.3296
8543,1572,29.85,5.88,17.57,6.4,0.1204,0.1913
8544,2984,17.06,6.32,6.54,4.21,-0.1535,0.1114
8545,4322,43.16,12.07,23.09,8.0,0.1771,0.4192
8546,1622,25.74,10.21,9.49,6.05,0.1078,0.355
8547,3704,19.68,4.86,9.03,5.79,-0.2039,0.0977
8548,4276,27.07,7.95,11.71,7.4,-0.0242,0.0733
8549,1972,11.01,3.12,4.55,3.35,-0.1337,0.0283
8550,589,19.61,9.22,2.36,8.03,-0.1242,0.4034
8551,4160,26.53,5.88,12.38,8.27,0.0016,0.2176
8552,6560,38.5,13.21,21.93,3.37,0.19,0.0182
8553,2485,36.84,11.99,16.35,8.5,0.0125,0.2991
8554,4738,47.45,11.83,27.84,7.77,0.1524,0.3422
8555,5993,25.91,6.44,13.24,6.23,-0.1831,0.1123
8556,3255,52.37,12.6,32.72,7.05,0.1988,0.4917
8557,5474,19.78,6.17,8.05,5.56,-0.0795,0.1869
8558,4984,18.81,4.62,7.32,6.86,-0.0768,0.2619
8559,7589,18.15,7.7,8.86,1.59,-0.2095,-0.0611
8560,8006,11.48,3.49,1.9,6.09,-0.0036,0.0346
8561,702,20.31,3.33,9.46,7.51,-0.1579,0.1729
8562,6885,19.83,4.35,11.31,4.17,-0.1381,0.0893
8563,3473,36.04,7.62,22.24,6.18,0.1849,0.2741
8564,3749,29.05,7.76,14.55,6.74,-0.0404,0.1981
8565,812,16.12,7.68,5.38,3.06,-0.106,0.0635
8566,2658,17.41,4.05,5.06,8.31,-0.1262,0.1577
8567,4919,20.37,7.82,6.72,5.82,-0.0716,0.1004
8568,1266,14.46,3.78,4.35,6.33,-0.021,0.1053
8569,4419,32.37,8.65,14.6,9.12,-0.0518,0.2344
8570,2102,30.02,10.21,12.42,7.4,-0.0336,0.4638
8571,8020,46.7,13.51,26.47,6.72,0.1756,0.3542
8572,3128,29.44,7.54,15.08,6.81,0.06,0.1686
8573,4141,28.5,6.96,14.24,7.29,0.0203,0.1865
8574,2984,21.4,6.05,10.52,4.83,-0.0722,0.129
8575,1572,28.99,4.65,17.95,6.4,0.1049,0.1284
8576,6417,33.5,10.83,17.37,5.3,-0.0202,0.1639
8577,2543,20.59,10.31,6.56,3.73,0.0616,0.2091
8578,6995,40.1,8.12,26.19,5.79,-0.0522,0.2993
8579,3341,20.26,6.59,9.22,4.44,-0.0939,0.0872
8580,6695,29.91,8.03,11.38,10.5,-0.0088,0.3664
8581,8119,17.22,4.86,8.14,4.21,-0.1131,-0.017
8582,5025,24.19,8.28,8.25,7.66,-0.0133,0.4016
8583,8537,17.91,6.53,7.03,4.35,-0.1829,0.1254
8584,1972,11.55,3.63,3.67,4.26,-0.1368,0.1052
8585,2485,39.9,13.95,17.54,8.41,0.1013,0.3257
8586,4738,49.96,13.79,28.47,7.69,0.2412,0.3688
8587,599,45.49,11.79,26.59,7.1,0.2271,0.2579
8588,3704,20.22,5.37,8.15,6.7,-0.207,0.1746
8589,8006,13.03,4.24,2.23,6.57,-0.0066,0.1151
8590,973,53.4,11.79,33.24,8.36,0.7725,0.5893
8591,5474,15.28,6.63,3.84,4.81,-0.0933,0.1015
8592,2827,15.51,4.85,7.0,3.67,-0.1222,0.0566
8593,812,16.25,8.09,4.63,3.53,-0.1099,0.1306
8594,4160,28.45,5.67,14.13,8.66,0.0866,0.254
8595,4276,27.07,8.47,10.29,8.31,-0.0272,0.1502
8596,7589,20.66,8.45,10.14,2.07,-0.2125,0.0194
8597,8891,13.06,2.52,6.43,4.11,-0.14,-0.0516
8598,1622,26.91,9.94,10.3,6.67,0.1892,0.3726
8599,3647,49.41,12.29,28.55,8.57,0.1569,0.2668
8600,702,21.91,4.08,9.83,7.99,-0.1608,0.2533
8601,3749,24.39,7.48,9.7,7.22,-0.0526,0.242
8602,589,21.15,9.0,3.73,8.42,-0.0392,0.4399
8603,3965,17.87,6.29,6.61,4.97,-0.1941,-0.0334
8604,3473,34.26,7.33,20.27,6.66,0.1728,0.318
8605,5993,31.37,8.39,16.83,6.15,-0.0943,0.1389
8606,2839,40.64,10.83,22.01,7.79,-0.0868,0.4164
8607,4984,16.2,5.08,5.01,6.12,-0.0906,0.1766
8608,4322,45.54,11.8,25.11,8.62,0.2585,0.4368
8609,6515,20.38,4.44,11.5,4.44,-0.0621,0.0625
8610,6560,40.22,12.99,23.47,3.76,0.2749,0.0547
8611,2658,17.26,4.46,4.03,8.77,-0.13,0.2248
8612,5285,15.95,5.77,6.55,3.63,-0.0644,0.0382
8613,3255,49.81,13.06,30.45,6.31,0.185,0.4063
8614,1538,61.26,14.58,39.25,7.44,0.2423,0.3221
8615,8870,14.91,3.67,6.2,5.05,-0.2319,0.0478
8616,3128,28.82,7.14,13.95,7.73,0.0326,0.1988
8617,2485,41.11,13.64,18.56,8.91,0.096,0.3701
8618,2102,30.81,10.34,14.36,6.11,-0.0418,0.3867
8619,2984,22.92,7.13,10.05,5.74,-0.0846,0.1868
8620,973,55.38,12.51,34.12,8.74,0.8059,0.6121
8621,599,45.26,12.63,25.78,6.86,0.2993,0.2809
8622,1572,28.88,5.73,15.84,7.31,0.0924,0.1862
8623,6695,31.41,7.71,12.43,11.26,-0.0161,0.3932
8624,8006,16.1,4.96,4.2,6.94,0.0268,0.1378
8625,4276,27.63,9.32,9.25,9.06,-0.0301,0.2324
8626,1266,15.32,3.91,6.37,5.05,-0.0291,0.0282
8627,812,15.98,7.13,4.71,4.15,-0.1169,0.0865
8628,3341,23.6,8.42,12.06,3.12,-0.1027,0.0277
8629,4919,20.22,8.23,5.7,6.29,-0.0754,0.1675
8630,8119,20.33,4.54,10.81,4.98,-0.1204,0.0098
8631,2827,15.15,3.89,6.98,4.28,-0.1292,0.0125
8632,7589,21.69,9.3,9.57,2.82,-0.2154,0.1015
8633,4738,49.41,14.63,27.33,7.44,0.3134,0.3919
8634,2839,40.47,10.4,22.04,8.02,-0.0984,0.4348
8635,4160,28.2,4.71,14.22,9.27,0.0795,0.2098
8636,702,23.76,4.53,11.44,7.78,-0.083,0.2705
8637,3473,34.0,6.91,20.2,6.9,0.1612,0.3363
8638,6417,35.02,11.91,16.9,6.21,-0.0327,0.2217
8639,8537,20.35,6.22,9.28,4.85,-0.1882,0.1698
8640,4141,27.89,6.56,13.13,8.21,-0.0071,0.2167
8641,2658,21.03,6.59,7.02,7.41,-0.1458,0.1923
8642,6995,41.88,9.95,27.47,4.46,-0.061,0.2399
8643,4984,16.65,5.53,4.54,6.59,-0.1078,0.2097
8644,8891,13.61,3.38,5.37,4.86,-0.1429,0.0306
8645,589,20.14,8.88,2.62,8.65,-0.0434,0.4754
8646,3965,16.47,6.16,5.11,5.21,-0.1982,0.0022
8647,8870,12.58,3.78,3.55,5.25,-0.1547,0.0726
8648,5993,31.16,7.97,16.81,6.38,-0.1058,0.1572
8649,1538,59.77,14.69,37.44,7.64,0.3195,0.347
8650,5474,20.83,7.36,8.29,5.18,-0.0599,0.1242
8651,1972,13.99,3.32,5.92,4.75,-0.1421,0.1496
8652,3749,22.99,7.35,8.19,7.45,-0.0567,0.2775
8653,5285,18.14,7.9,7.97,2.27,-0.0802,0.0057
8654,1622,28.32,10.39,11.47,6.47,0.267,0.3898
8655,4322,45.98,12.25,24.65,9.09,0.2414,0.4699
8656,2543,22.18,12.14,7.64,2.4,0.0528,0.1496
8657,4419,33.89,8.79,17.27,7.83,-0.0599,0.1573
8658,6515,21.19,4.89,11.4,4.91,-0.0792,0.0956
8659,6560,42.38,15.12,24.86,2.4,0.2592,0.0221
8660,3704,20.28,6.21,7.61,6.45,-0.1348,0.1977
8661,5025,25.68,7.96,9.3,8.42,-0.0206,0.4284
8662,6885,15.18,4.06,6.46,4.66,-0.1502,0.1332
8663,3647,51.23,12.74,30.12,8.36,0.2348,0.284
8664,3255,48.29,13.17,28.61,6.51,0.2622,0.4312
8665,4276,28.96,9.79,9.74,9.44,-0.0364,0.2972
8666,4919,17.86,7.11,4.9,5.85,-0.0794,0.144
8667,8020,46.1,13.1,25.35,7.64,0.1483,0.3844
8668,2485,44.43,13.53,21.26,9.64,0.1799,0.384
8669,599,43.4,13.0,23.47,6.92,0.2104,0.2899
8670,1572,28.54,6.09,15.5,6.96,0.0755,0.2158
8671,8119,17.97,3.42,10.01,4.54,-0.1244,-0.0137
8672,2839,43.81,12.13,24.17,7.51,-0.0067,0.4507
8673,2658,16.89,6.68,4.21,6.01,-0.1512,0.1278
8674,3128,32.03,7.03,16.54,8.45,0.1165,0.2127
8675,2984,20.16,7.5,6.85,5.81,-0.1735,0.1958
8676,973,52.95,12.89,31.25,8.81,0.717,0.621
8677,7589,22.32,8.92,9.83,3.57,-0.226,0.1509
8678,1538,61.21,15.46,37.37,8.38,0.3017,0.3852
8679,6695,31.56,8.07,12.58,10.91,-0.0331,0.4227
8680,589,20.12,10.0,2.29,7.84,-0.0474,0.4051
8681,3473,32.37,7.23,20.57,4.57,0.2515,0.265
8682,5474,23.4,8.13,9.35,5.92,-0.0777,0.1624
8683,3965,15.1,4.67,4.69,5.73,-0.2004,-0.0233
8684,6995,39.73,10.04,26.64,3.06,-0.0664,0.1754
8685,4322,45.29,11.55,24.2,9.54,0.3157,0.4947
8686,3341,21.24,7.3,11.26,2.68,-0.1067,0.0042
8687,2827,15.77,3.5,7.24,5.03,-0.1399,0.0619
8688,3647,50.02,12.86,30.14,7.02,0.2199,0.204
8689,4984,16.54,6.65,4.11,5.78,-0.1118,0.1394
8690,6417,34.62,12.24,18.5,3.89,0.0577,0.1504
8691,2102,33.65,10.23,16.58,6.84,0.0422,0.4006
8692,1622,29.5,8.62,12.12,8.77,0.2485,0.4232
8693,812,17.38,7.59,5.27,4.52,-0.1232,0.1513
8694,4160,31.65,6.43,16.46,8.76,0.1713,0.2258
8695,3704,12.63,4.19,2.17,6.27,-0.1488,0.1653
8696,3255,48.4,13.37,29.91,5.13,0.3426,0.3496
8697,6515,13.55,2.86,5.95,4.73,-0.0931,0.0633
8698,2543,21.44,11.44,7.15,2.85,0.1271,0.1745
8699,1266,16.66,4.38,6.86,5.42,-0.0354,0.0931
8700,3749,26.08,5.58,10.75,9.76,-0.0753,0.3109
8701,5025,24.27,8.09,9.11,7.08,-0.0354,0.3485
8702,5993,29.79,6.48,16.4,6.91,-0.1079,0.1317
8703,8006,16.32,5.32,4.41,6.59,0.0098,0.1674
8704,8870,11.21,2.3,3.14,5.78,-0.1568,0.0471
8705,6885,11.16,4.19,3.66,3.31,-0.1651,0.0532
8706,5285,19.85,6.13,9.15,4.57,-0.0987,0.039
8707,4738,49.99,14.25,27.55,8.19,0.3028,0.4413
8708,1972,16.56,4.09,6.98,5.49,-0.1599,0.1877
8709,4141,25.85,6.65,12.39,6.8,-0.0125,0.1522
8710,4419,33.05,8.09,16.68,8.28,0.0144,0.1822
8711,8891,13.68,4.5,5.12,4.05,-0.1469,-0.0397
8712,8020,47.08,13.04,26.62,7.42,0.1944,0.3941
8713,6560,38.79,13.1,23.48,2.22,0.2453,-0.0102
8714,973,52.92,12.66,31.33,8.93,0.7406,0.6278
8715,702,27.1,6.26,13.57,7.27,0.0088,0.2865
8716,8537,19.96,6.55,10.89,2.52,-0.0979,0.0984
8717,1572,29.42,6.61,15.39,7.42,0.1657,0.251
8718,3965,20.67,6.72,7.08,6.87,-0.2037,0.0444
8719,2827,15.1,3.91,6.97,4.21,-0.155,0.0058
8720,1622,27.89,8.07,11.06,8.75,0.2276,0.4362
8721,2485,45.41,13.46,22.53,9.42,0.2261,0.3937
8722,3473,32.39,6.3,20.85,5.24,0.2304,0.2735
8723,2658,18.75,5.71,7.07,5.96,-0.0568,0.0742
8724,5474,28.96,10.18,11.73,7.06,-0.081,0.2301
8725,2543,23.35,11.97,7.62,3.75,0.1153,0.2408
8726,4276,29.03,9.98,11.0,8.06,0.0441,0.2156
8727,2102,32.28,9.69,15.77,6.82,0.0213,0.4136
8728,6515,18.27,3.4,9.24,5.63,-0.105,0.1296
8729,589,20.13,9.07,2.55,8.51,-0.0685,0.4137
8730,8119,21.34,3.95,12.39,5.0,-0.0342,0.0215
8731,599,44.38,12.94,24.74,6.7,0.2565,0.2995
8732,812,16.46,7.05,4.91,4.51,-0.1441,0.1643
8733,6995,42.86,12.08,26.59,4.19,-0.0697,0.2432
8734,1266,18.56,4.91,7.33,6.32,-0.0473,0.1594
8735,5025,23.33,8.53,10.17,4.63,-0.0408,0.2723
8736,5285,20.71,6.38,11.38,2.95,-0.0126,-0.0272
8737,8006,14.61,4.73,5.72,4.15,0.0061,0.1391
8738,1538,61.17,15.24,37.43,8.5,0.3254,0.3919
8739,3647,52.28,13.29,31.44,7.55,0.2991,0.2547
8740,4160,33.47,7.13,17.4,8.94,0.2345,0.2534
8741,4919,18.47,7.31,6.69,4.47,0.0011,0.0624
8742,4419,36.38,8.87,19.15,8.37,0.0074,0.2516
8743,3341,20.57,7.71,11.0,1.86,-0.1218,-0.0518
8744,6695,31.56,7.14,12.84,11.58,-0.0542,0.4313
8745,4984,18.86,7.07,5.47,6.31,-0.0326,0.19
8746,6560,39.69,13.72,23.41,2.56,0.2514,0.0012
8747,8870,7.68,1.71,2.64,3.34,-0.1606,0.0188
8748,4322,44.31,11.96,23.63,8.72,0.3005,0.4387
8749,4141,27.38,7.43,13.07,6.88,-0.0196,0.2217
8750,4738,50.56,14.5,29.49,6.56,0.3889,0.3751
8751,702,23.23,5.31,11.37,6.55,-0.0068,0.2232
8752,6885,7.63,3.59,3.16,0.87,-0.1689,0.0249
8753,2984,22.01,6.54,9.71,5.77,-0.0791,0.1422
8754,8537,12.73,5.61,5.32,1.8,-0.1134,0.0352
8755,8891,15.03,5.27,5.61,4.14,-0.1539,0.0297
8756,3704,16.73,4.89,5.38,6.46,-0.0856,0.193
8757,3128,32.55,6.06,18.07,8.41,0.211,0.1591
8758,3255,49.9,14.07,30.52,5.31,0.4058,0.3772
8759,3749,23.57,6.02,10.24,7.31,-0.0806,0.2347
8760,1972,18.67,4.34,10.46,3.87,-0.0738,0.1215
8761,5993,27.28,6.93,15.89,4.46,-0.1133,0.0555
8762,7589,22.25,8.69,9.86,3.69,-0.2023,0.1577
8763,2839,45.4,12.65,24.77,7.98,0.0836,0.4859
8764,6417,38.79,12.66,21.71,4.42,0.1369,0.201
8765,8020,47.98,13.66,26.55,7.77,0.2006,0.4055
8766,4419,35.59,9.34,17.85,8.39,0.0009,0.2888
8767,973,55.04,13.28,32.49,9.27,0.7468,0.6392
8768,1538,61.37,14.9,37.05,9.43,0.2927,0.4415
8769,4322,44.21,10.53,24.98,8.7,0.2342,0.3492
8770,6695,30.13,7.62,10.9,11.61,-0.0607,0.4685
8771,6417,31.4,11.76,15.04,4.6,0.0947,0.2096
8772,1572,26.58,5.67,14.21,6.7,0.1502,0.1877
8773,3647,50.48,12.75,31.19,6.55,0.2457,0.1977
8774,3255,52.07,14.62,31.99,5.45,0.4522,0.4025
8775,2485,46.63,13.68,23.33,9.62,0.286,0.4212
8776,5285,20.84,6.04,10.92,3.87,-0.0453,0.0225
8777,2839,41.83,11.76,21.91,8.16,0.0414,0.4945
8778,3749,27.47,6.58,13.44,7.45,-0.0342,0.26
8779,599,45.99,13.25,26.87,5.88,0.3409,0.251
8780,4738,50.62,13.07,31.0,6.54,0.3225,0.2856
8781,3473,32.45,6.52,20.49,5.44,0.2903,0.3011
8782,3128,34.71,6.62,19.54,8.55,0.2574,0.1844
8783,2543,24.7,11.86,8.97,3.86,0.0996,0.2729
8784,8006,14.74,4.39,5.27,5.08,-0.0265,0.1887
8785,8020,44.41,12.76,23.7,7.95,0.1584,0.4141
8786,6995,44.92,12.53,27.71,4.68,0.0236,0.2764
8787,1622,28.23,8.69,10.47,9.07,0.3202,0.4876
8788,4160,31.53,6.59,17.0,7.93,0.181,0.1964
8789,6560,43.79,15.23,24.86,3.69,0.3368,0.0774
8790,6417,31.28,11.94,15.4,3.94,0.0947,0.2096
8791,4322,44.1,10.71,25.35,8.03,0.2342,0.3492
8792,6695,30.02,7.8,11.28,10.94,-0.0607,0.4685
8793,2485,47.04,13.93,23.21,9.89,0.286,0.4212
8794,5285,21.25,6.29,10.81,4.15,-0.0453,0.0225
8795,2839,42.19,12.01,21.74,8.44,0.0414,0.4945
8796,2543,24.92,12.06,9.12,3.73,0.0996,0.2729
8797,3128,34.93,6.82,19.69,8.42,0.2574,0.1844
8798,3473,32.54,6.72,20.51,5.31,0.2903,0.3011
8799,1622,28.19,9.07,10.34,8.78,0.3202,0.4876
8800,4160,31.62,6.98,17.0,7.64,0.181,0.1964
8801,6560,43.87,15.62,24.85,3.4,0.3368,0.0774
8802,4419,35.81,9.36,17.92,8.52,0.0009,0.2888
8803,973,55.18,13.3,32.47,9.4,0.7468,0.6392
8804,1538,61.52,14.92,37.05,9.56,0.2927,0.4415
8805,3255,52.78,14.66,32.3,5.83,0.4522,0.4025
8806,3647,51.2,12.78,31.5,6.92,0.2457,0.1977
8807,1572,26.96,5.7,14.18,7.08,0.1502,0.1877
8808,3749,27.91,6.38,14.01,7.52,-0.0342,0.26
8809,599,46.18,13.05,27.17,5.95,0.3409,0.251
8810,4738,50.75,12.88,31.26,6.61,0.3225,0.2856
8811,6995,45.09,12.44,27.9,4.75,0.0236,0.2764
8812,8020,44.57,12.67,23.87,8.03,0.1584,0.4141
8813,8006,14.91,4.3,5.46,5.15,-0.0265,0.1887
8814,1572,27.29,6.03,13.85,7.42,0.1502,0.1877
8815,3647,51.7,13.11,31.33,7.26,0.2457,0.1977
8816,3255,53.29,14.99,32.14,6.17,0.4522,0.4025
8817,1622,28.47,9.02,10.6,8.85,0.3202,0.4876
8818,4160,32.48,6.92,17.84,7.72,0.181,0.1964
8819,6560,44.68,15.56,25.64,3.47,0.3368,0.0774
8820,8006,14.58,4.32,5.3,4.96,-0.0265,0.1887
8821,8020,44.23,12.69,23.71,7.83,0.1584,0.4141
8822,6995,44.76,12.46,27.74,4.56,0.0236,0.2764
8823,2485,48.14,14.16,24.1,9.88,0.286,0.4212
8824,5025,25.23,8.98,11.14,5.11,0.0525,0.3055
8825,2839,43.26,12.23,22.6,8.42,0.0414,0.4945
8826,4419,36.19,9.48,18.1,8.61,0.0009,0.2888
8827,973,54.98,13.42,32.08,9.49,0.7468,0.6392
8828,1538,61.57,15.03,36.9,9.64,0.2927,0.4415
8829,4738,51.22,13.2,31.07,6.94,0.3225,0.2856
8830,599,46.66,13.37,27.01,6.28,0.3409,0.251
8831,3749,28.63,6.7,14.07,7.85,-0.0342,0.26
8832,2839,43.26,12.23,22.6,8.42,0.0414,0.4945
8833,5285,22.35,6.52,11.69,4.13,-0.0453,0.0225
8834,2485,48.14,14.16,24.1,9.88,0.286,0.4212
8835,1622,28.86,8.97,11.24,8.65,0.3202,0.4876
8836,4160,33.13,6.87,18.74,7.52,0.181,0.1964
8837,6560,45.3,15.51,26.52,3.27,0.3368,0.0774
8838,4141,27.28,6.0,14.42,6.86,-0.0859,0.1322
8839,599,46.37,13.49,26.91,5.97,0.3409,0.251
8840,4738,50.94,13.32,30.99,6.63,0.3225,0.2856
8841,1622,29.52,9.32,11.53,8.67,0.3202,0.4876
8842,4160,33.94,7.23,19.18,7.53,0.181,0.1964
8843,6560,46.1,15.87,26.95,3.29,0.3368,0.0774
8844,4419,36.29,9.3,18.28,8.71,0.0009,0.2888
8845,973,55.18,13.24,32.35,9.59,0.7468,0.6392
8846,1538,61.71,14.86,37.11,9.74,0.2927,0.4415
8847,4738,51.46,13.43,31.05,6.98,0.3225,0.2856
8848,599,47.04,13.6,27.12,6.32,0.3409,0.251
8849,4141,27.9,6.11,14.58,7.21,-0.0859,0.1322
8850,4419,36.95,9.42,18.75,8.77,0.0009,0.2888
8851,973,55.68,13.36,32.67,9.65,0.7468,0.6392
8852,1538,62.2,14.98,37.42,9.81,0.2927,0.4415
8853,4738,50.95,13.12,30.8,7.03,0.3225,0.2856
8854,599,46.53,13.3,26.86,6.37,0.3409,0.251
8855,4141,27.39,5.8,14.32,7.26,-0.0859,0.1322
8856,8404,21.6,5.99,10.04,5.56,-0.1387,0.1102
8857,2854,21.56,5.98,10.02,5.56,-0.139,0.1099
8858,4186,20.72,5.75,9.63,5.34,-0.1462,0.1027
8859,6619,17.96,4.98,8.35,4.63,-0.1697,0.0792
8860,4904,19.55,5.43,9.09,5.04,-0.1561,0.0927
8861,4669,19.51,5.41,9.07,5.03,-0.1565,0.0924
8862,8852,16.25,4.51,7.55,4.19,-0.1843,0.0646
8863,6418,24.13,6.7,11.22,6.22,-0.1172,0.1317
8864,649,33.51,9.3,15.57,8.63,-0.0373,0.2115
8865,9111,16.47,4.57,7.65,4.24,-0.1824,0.0665
8866,5700,22.63,6.28,10.52,5.83,-0.13,0.1189
8867,3045,15.96,4.43,7.42,4.11,-0.1867,0.0621
8868,4765,19.78,5.49,9.19,5.1,-0.1542,0.0947
8869,9038,17.57,4.88,8.17,4.53,-0.173,0.0759
8870,841,21.89,6.08,10.18,5.64,-0.1362,0.1127
8871,9125,17.57,4.88,8.17,4.53,-0.173,0.0759
8872,8840,19.3,5.36,8.97,4.97,-0.1583,0.0906
8873,5430,12.13,3.37,5.64,3.12,-0.2194,0.0295
8874,1700,25.39,7.05,11.8,6.54,-0.1064,0.1425
8875,604,41.16,11.42,19.13,10.6,0.0278,0.2767
8876,299,22.06,6.12,10.25,5.68,-0.1348,0.1141
8877,4159,19.2,5.33,8.93,4.95,-0.1591,0.0898
8878,115,28.33,7.86,13.17,7.3,-0.0814,0.1675
8879,1967,21.82,6.06,10.14,5.62,-0.1369,0.112
8880,5507,31.38,8.71,14.59,8.08,-0.0554,0.1934
8881,8016,17.59,4.88,8.18,4.53,-0.1729,0.076
8882,581,21.26,5.9,9.88,5.48,-0.1416,0.1073
8883,114,28.39,7.88,13.2,7.31,-0.0809,0.168
8884,1351,24.66,6.84,11.46,6.35,-0.1126,0.1362
8885,6962,23.66,6.57,11.0,6.1,-0.1211,0.1277
8886,5419,30.37,11.08,12.76,6.53,-0.1077,0.2682
8887,8045,19.62,5.45,9.12,5.06,-0.1555,0.0933
8888,9114,16.47,4.57,7.65,4.24,-0.1824,0.0665
8889,7245,13.49,3.74,6.27,3.47,-0.2078,0.0411
8890,8793,20.25,5.62,9.41,5.22,-0.1502,0.0987
8891,972,31.85,10.38,15.62,5.85,0.1017,0.4131
8892,8169,20.21,5.61,9.39,5.21,-0.1505,0.0983
8893,5924,18.62,5.17,8.66,4.8,-0.1641,0.0848
8894,9143,17.54,4.87,8.15,4.52,-0.1733,0.0756
8895,9006,17.57,4.88,8.17,4.53,-0.173,0.0759
8896,8751,18.1,5.02,8.41,4.66,-0.1685,0.0804
8897,971,45.63,12.67,21.21,11.76,0.0659,0.3148
8898,4186,17.74,6.13,5.68,5.93,-0.1486,0.1697
8899,3045,18.95,5.88,7.99,5.08,-0.1885,0.1354
8900,841,20.18,4.84,8.92,6.43,-0.1383,0.0831
8901,9038,15.86,3.64,6.91,5.32,-0.1751,0.0463
8902,8404,18.62,6.37,6.09,6.15,-0.1411,0.1772
8903,8852,18.94,6.59,7.66,4.68,-0.1876,0.1237
8904,1967,28.09,9.01,12.77,6.31,-0.1398,0.1748
8905,4669,14.84,4.78,6.48,3.58,-0.1584,0.0643
8906,9111,19.46,6.02,8.22,5.21,-0.1842,0.1398
8907,4159,25.48,8.29,11.55,5.64,-0.162,0.1525
8908,5430,11.96,3.6,5.34,3.02,-0.2208,0.0066
8909,4765,18.07,4.25,7.94,5.89,-0.1563,0.0651
8910,1700,18.79,3.95,11.1,3.74,-0.1119,0.0892
8911,9125,17.4,5.11,7.87,4.42,-0.1745,0.053
8912,6962,32.38,9.02,15.56,7.8,-0.0248,0.1845
8913,2854,18.58,6.36,6.07,6.15,-0.1414,0.1769
8914,5700,25.62,7.73,11.09,6.8,-0.1318,0.1922
8915,8840,19.14,5.59,8.68,4.87,-0.1597,0.0678
8916,581,27.89,7.65,16.77,3.46,-0.0446,0.0694
8917,649,36.19,11.38,15.68,9.13,-0.0407,0.2707
8918,604,34.55,8.32,18.43,7.8,0.0224,0.2234
8919,5419,28.22,10.74,12.49,5.0,-0.11,0.2254
8920,4904,14.88,4.79,6.51,3.59,-0.1581,0.0647
8921,8016,24.22,6.63,15.07,2.52,-0.0759,0.0381
8922,5924,17.89,3.56,8.29,6.04,-0.166,0.0572
8923,115,34.61,10.82,15.8,7.99,-0.0843,0.2303
8924,971,44.08,13.74,18.75,11.6,0.0616,0.3677
8925,9114,12.89,4.23,5.96,2.71,-0.1847,0.0236
8926,7245,21.06,4.55,12.43,4.08,-0.1124,0.0858
8927,6418,26.82,8.78,11.33,6.71,-0.1205,0.1908
8928,8751,16.55,6.09,5.95,4.5,-0.1728,0.1332
8929,1351,33.38,9.3,16.02,8.06,-0.0163,0.193
8930,972,36.9,11.18,19.26,6.46,0.1971,0.4579
8931,9143,16.81,3.26,7.79,5.77,-0.1752,0.048
8932,6619,13.29,4.35,5.76,3.18,-0.1716,0.0511
8933,114,37.1,10.33,17.75,9.02,0.0154,0.2247
8934,8045,16.05,5.1,7.43,3.52,-0.1578,0.0505
8935,5507,38.01,10.46,21.48,6.07,0.0416,0.1555
8936,299,15.46,3.02,9.56,2.88,-0.1402,0.0608
